contract_id|policyholder_id|start_date|end_date|cancel_reason
vhzy-18176627|XNTmJDs|2021-03-12|2022-09-26|too_expensive
oLjr-35004230|qwOXrxi|2022-04-14||
Usej-99191933|xbkquab|2021-07-31||
WgyC-44821433|Rgnllvi|2020-07-14||
FcJJ-46059643|jScnkpT|2021-02-08||
dkmY-73084996|mlBIjmP|2021-10-25||
PiXI-92070072|aaWoIcK|2021-05-09||
UMyh-06856327|hghHCzO|2021-09-13||
kzNY-57236750|UGwcqhg|2021-09-28||
qeoi-31257448|zXvZKtW|2021-10-15||
sKtD-07680387|PuNDygc|2021-08-15||
yNiu-49694762|IBpCjiT|2020-06-22||
LLAg-58364801|mRKRZql|2021-11-13||
gbQB-25932279|EgDZyxU|2021-11-14||
NgxL-01313434|qhDdgdf|2020-07-31||
cgyK-51913976|vCcsKCN|2021-11-23||
zYgA-03573408|iBpnZaR|2021-09-30||
moue-23016878|RvnAnfh|2022-02-03||
kMaR-82102274|nBuKbQn|2021-05-22||
ayRF-50021970|zaqtyJn|2022-06-01||
NtHw-82752485|tSDKZXg|2022-04-07||
OzHp-13825199|mBYqFPJ|2021-07-12||
fLLl-64295031|NWldYqh|2020-09-28|2021-06-24|too_expensive
XHdX-80136398|sgGxOIm|2022-05-08||
fFcB-39507449|kFYuIxB|2022-03-03||
DidH-59524442|usuAEgQ|2020-08-07||
fmJJ-60095163|EcDtJrt|2021-12-06||
YXVZ-36810525|atsFwdh|2022-03-29||
iAcb-84651078|tqHnLXa|2021-11-01||
zJKe-39975714|ETiEItx|2021-06-04||
rQYs-23388862|nzCKlGH|2021-11-19||
LFfO-48828141|ImtmYMW|2021-11-19||
ZMHz-29994579|xMTzPqH|2020-07-07||
DUKs-12441490|AswWlWH|2021-08-04||
Hlsx-07003935|ghKqitB|2021-04-07||
huZN-38863417|LEHICiZ|2022-02-19||
dXuv-60799082|ZlSSenQ|2021-06-24||
MZZq-00527052|IKifgJj|2020-07-24||
ykeq-31081879|uHLleZv|2021-06-05||
fgaW-10101109|iFkRiDI|2020-12-19||
dXhn-77213371|YRRIZNO|2020-07-07||
RCYE-19037831|uEQXyWY|2021-09-25||
yRPu-71579556|iJPnFqs|2022-03-14||
hORf-84317723|FeZldNY|2022-02-21||
QMPT-85945180|uhuKYYy|2022-06-22||
fChO-03876397|gowaFPF|2021-11-05||
bRZi-17676194|MpsDWKM|2021-07-28||
fNKw-71498103|OlfhbEf|2020-08-24||
YfVj-33718689|nTaIftd|2021-05-28||
XTRm-62397146|erpDsem|2020-12-19||
BJPH-94733618|wZrxYTM|2020-12-17||
LfBV-23653771|AFkikYc|2022-06-18||
Tivq-14571411|CyYLFZh|2022-06-17||
bsxS-47884034|XNCaPPY|2020-09-22||
reLc-09962231|zSgUtbX|2021-11-29||
ySLh-89884354|dVwLmaq|2020-10-01||
cNxR-72368466|OMCLzDb|2020-08-27||
mnVu-50645860|ozQdkJo|2021-08-25||
OJOv-90834190|DyVAVfh|2022-06-29||
jnHE-24222767|zSHmeDM|2021-02-05||
FpIO-92994326|nNXwLhT|2020-09-10||
WLxc-53646063|rfRcgKv|2020-05-20||
ksgX-15972587|QRgLhQV|2021-12-06||
axba-91695497|GvBqpav|2021-03-21||
Scua-72687835|HuqCOjh|2021-12-31||
PrVW-84546075|vGVLNOy|2020-11-02||
QXst-07561105|NmAlNlC|2022-01-15||
zoaq-60985722|uwyzEPL|2020-07-11||
yrRU-96917592|XPGAkQw|2022-01-07||
uelT-69998236|shTyHoy|2020-05-31||
Izza-93750368|XyrrjHc|2021-11-28||
Voim-23805209|lGbxZsh|2020-05-23||
gElI-67658908|YDgudel|2022-06-01||
UFGt-13759098|HsZTOwo|2021-02-19||
iumQ-24132816|DRqylyK|2022-03-17||
vxGY-87203262|zDaCzqS|2021-06-14||
TroZ-86626042|XJfUQEr|2022-05-08||
KKlR-94021367|wEjtABr|2020-06-27||
KCyQ-71045279|noFbbeb|2020-07-21||
Oguw-96109197|jqGSFjl|2021-05-01||
hyIO-78306526|TJMtjzJ|2022-05-07||
hMSf-76272682|sWeiWec|2020-06-17||
mAOo-67190667|nTmdAqc|2021-05-18|2022-10-21|too_expensive
ewPd-35079959|JxidUmo|2021-07-10||
Qkip-51971568|BhApqwO|2022-06-30||
jgiS-52326461|aHytcOQ|2021-10-02||
CpOQ-07760893|hqXBfOi|2021-08-27||
LNPW-67840302|XodATsI|2022-03-10||
fkxO-19587108|TtbhjLb|2021-11-10||
zqoW-77823048|mYIwmUg|2022-05-10||
bMCZ-99197838|QLjUGDg|2021-11-30||
kNkG-34633777|WDqSUAQ|2021-09-02||
UzSn-28990785|qWHUAaG|2020-09-28||
ItPX-73130357|nIwxSPg|2022-03-09||
xmAg-34718505|aqgIYLu|2020-10-15||
lYzD-65916816|AnkSXXW|2021-10-19|2022-04-08|too_expensive
HPUP-90048251|PcPsdyS|2020-07-25||
shTH-69547433|DJVRwnz|2022-06-18||
MhDt-76463391|FeAnOwq|2021-04-24||
dnQv-04947945|MhYcZCV|2022-03-10||
rxXa-72407157|ugquVUD|2020-10-18||
FeCe-53285126|aCmKlde|2021-04-11||
fJDi-06329462|mrfUYOw|2021-10-10|2021-11-10 00:00:00|no_risk_for_theft
xBUl-87491191|MIdXQek|2022-06-03||
PXEm-38775923|CSdfCiw|2022-04-04||
nqwo-80646791|PfJMNBI|2020-05-27||
lHjb-15108906|SDxdZRE|2022-03-15||
CeSf-74771989|tQPcSIb|2021-01-12||
OjUN-23017107|wMnVVOX|2021-06-24|2022-01-03|too_expensive
IQLm-05731127|PeRMKKL|2022-05-24||
yZQz-24455525|oKYgGaG|2022-03-18||
Jmec-45745759|MDDrysQ|2021-12-28||
VDTb-76376675|QxLoCJW|2021-08-10|2022-05-08|no_risk_for_theft
TWxO-96778257|dKSajoZ|2020-09-17||
dzDe-14920838|mCSlmvY|2022-05-23||
VPtj-02777831|VqczFoE|2020-07-09||
kNeR-75410828|KrFRFTT|2021-02-24||
hoaA-76097432|NsftdVn|2021-03-07||
NdiR-84531526|fYWKiJn|2021-12-25||
Uyvl-05259596|xwFOroI|2020-07-05||
gavE-20338414|XDNpuPI|2021-01-14||
vfMv-74555662|fjpeQCZ|2021-03-11||
QAUv-50966998|lelfbkU|2021-02-17||
rSTJ-00179510|OLPBWDH|2020-06-26||
gzdh-27717623|hhnyqxS|2020-05-28||
LXzG-34798441|OgJRoKH|2021-07-10||
pegh-94759665|SdfVrse|2021-10-04||
qmlA-74399448|zjjJaNJ|2022-04-07||
Rmxh-55380702|wwjIRJm|2021-12-06||
PkYv-05744311|zFDoEQj|2021-02-11||
RvVm-78414627|GJeLrYw|2021-09-12|2022-01-14|no_risk_for_theft
DSvc-09930133|wDfVWLh|2021-01-28||
ONNp-31111576|zVoCZrI|2022-01-04||
rPxQ-76659364|AooYqpF|2021-01-20||
oLVa-33117017|qWusiXV|2020-08-10||
vCGZ-40350648|wvHHvKF|2020-10-13||
mAFD-09491674|PWQhScj|2020-11-10||
drQy-83656334|QTdNqwa|2021-02-13||
eBKa-57670127|LrrBpBe|2021-03-13||
ThyB-67263374|dhWstOb|2020-11-02||
cnPf-97603882|YAJdmed|2020-06-30||
CIwd-19011878|NLrGGyk|2021-03-28||
PLsL-31223794|mUNvhOI|2020-08-12||
bdds-35257438|IbNavwl|2021-12-02||
GOLD-11385580|EnSaQsK|2022-05-20||
slOe-43199667|aZWRuTW|2021-02-21||
dAYq-70978734|HHCjqTp|2021-07-15||
OhMo-51290720|mLEaqjO|2022-02-11||
hdqR-78854039|hHKFiSM|2021-05-19||
wJsA-30018717|FCyjMDH|2020-06-27||
ajTr-82464297|eHPWuIa|2020-09-29||
xWhN-97418296|txlrusX|2020-09-13||
Hzpg-45750423|qNhphQt|2021-01-15||
HBnt-35432778|PWnZruT|2021-07-31||
IdTX-41507950|gkxMYZa|2022-06-29||
aENH-32981621|FbQSXUj|2020-05-23||
jiSk-43513475|nCXJPWc|2020-09-29||
JMER-14499983|TNYYXnI|2021-02-25||
iEKB-89403037|tIiKExv|2020-11-12||
CUNK-36782244|hExxODO|2021-10-18||
mYYn-83329638|qFrRtST|2020-05-22||
Yeak-79610917|QvSPDgN|2022-03-30||
awsR-38515996|VcKDABU|2021-12-21||
GAAT-69945298|BVRgnmJ|2021-11-30||
fexc-73154495|qXSqMnU|2022-06-30||
eevv-92455149|HxisLEj|2021-09-17||
UHZl-12894353|yWRcLPL|2020-07-30||
JBWE-83611399|AtnFDvm|2020-12-03||
ghnQ-21615351|WBLaQNk|2020-12-04||
ERVh-04494539|MgqLwjQ|2022-05-05||
TMOj-04304835|iEcsAiX|2021-07-23||
Xosm-61900050|lOqYErJ|2022-06-01||
tZfl-62955725|gbgsdYF|2021-04-30||
CYQt-46415936|qQOCVJD|2022-01-17||
RTva-54432271|ajQcNfC|2021-05-23||
ExaU-62649743|VhZteXm|2022-02-09||
DETf-91123710|uiWSGcq|2022-06-20||
WZAD-35797916|mpGNmYt|2022-01-08||
DNma-04166593|IcmuhSW|2020-10-01||
ipAw-33663659|sfBxIwA|2021-06-20||
DeCU-75991034|ySqlXot|2021-03-24||
IgAx-11445983|XQngRuG|2022-06-07||
nTeH-82328903|vzbDbvX|2022-06-26||
MZGk-10074906|QQrWnst|2021-02-28||
vQUA-73903025|BTtEeQF|2021-08-03||
oBEP-62110261|eSqkcsA|2021-07-28||
jPxu-46600819|plLEgDS|2022-03-16||
onLG-72794943|WXUmhty|2020-05-18||
ayGM-54155951|xoUGQkL|2021-04-21||
Nmor-56973543|lLpacmX|2020-07-09||
DYjR-34983406|OPqOTLH|2020-11-09||
eRvP-84573409|cwLyLgR|2021-05-21||
ltMK-63670703|FncWwnT|2020-05-18|2021-05-28|too_expensive
mrUB-95130999|KeyfTMJ|2022-05-04||
bKEq-20614633|fPouUWI|2020-06-13||
FNab-35943569|ppRubzV|2021-04-16||
ukZb-60312376|ppMgorA|2021-01-13||
GerH-99064416|JecFkTF|2022-04-21||
ENxv-29633785|IgvUvIj|2020-12-22||
KXlu-11492849|uvOmvRi|2022-05-23||
McvI-78427821|sNpQHLf|2020-12-26|2022-06-29|too_expensive
fbFK-38739640|PCgmqYj|2021-10-27||
zwSg-33302711|GaHdcXB|2022-03-16||
MTbk-60717451|pMqqrqV|2021-11-26||
VyZz-73913282|lfjQoDT|2022-06-28||
AdXu-76306033|dgerdZJ|2020-12-31|2021-07-06|no_risk_for_theft
ewwK-02350505|akxAQmC|2021-10-15||
IdIi-84914920|SvdmjDA|2020-06-09||
TryD-32481385|sfWKTrW|2020-06-27||
BWrZ-58682066|kYgSomJ|2021-12-24||
EsaT-58246659|sApevFU|2021-09-19||
NUxN-75657420|syRtlPH|2020-06-09||
wxKj-96606671|bSHRjSH|2022-02-19||
MTCZ-17070776|WhlmlPO|2021-06-09||
veFM-64618101|flOrZYT|2021-05-04||
ZJwR-06408357|JJjrYOj|2020-11-08||
pqua-35805403|zRIXLvQ|2021-09-16||
AREK-42642344|epqRsbw|2021-09-25||
wNZF-81784712|lXPpjhU|2021-03-01||
bhKK-32918594|UxOZGQG|2022-03-21||
BIFS-03797351|cyYtrWo|2021-04-01|2021-10-26|too_expensive
mCaQ-27897690|TknVKxI|2020-12-07||
OloR-66909299|hmRvIPT|2021-01-13||
Xfpw-78204981|TphQwku|2020-11-02||
KJLy-38217602|GEtNDah|2021-05-23||
jKBS-41192811|hxDSvzI|2020-05-25||
FayH-14017413|CzYBiQK|2022-05-13||
TWds-61180375|vaAFyFa|2020-10-17||
sDSm-38130710|lMBSwBL|2021-01-10|2022-01-09|too_expensive
LzzG-78146453|naZehvp|2021-09-27||
qtry-07570441|BFRuVki|2022-01-31||
MIzZ-47378304|AAOwaBX|2022-04-10||
ZXkK-10216451|oZjPqiD|2022-06-03||
QUQQ-18488880|QhQEzkZ|2020-08-23||
PWug-77373093|SfJLuuH|2022-02-27|2022-10-30|no_risk_for_theft
ZONj-42122098|WyMvWPA|2021-09-05||
TeDU-02811083|KOinQle|2020-09-04||
xYdw-82806662|vuJejIn|2020-10-08||
Vzbb-25696077|LabZxgN|2021-03-06||
VEnn-85335523|FPZcDqn|2021-06-14||
QNZK-03720637|hMvGbWO|2021-05-12||
Cxgz-34694847|xJoAzmu|2021-01-18||
rZgd-52656175|LwQMZvL|2020-10-18||
rZts-45406836|JJOJWpb|2021-12-28||
YfDu-93788159|gWZHbxp|2021-03-26||
oaxD-01223018|KaEOhyf|2022-06-20||
vXAL-82693165|AHtxKJi|2020-10-31||
azcR-56666122|HBWuOPm|2021-03-22||
djqB-95145395|gpYIWNX|2020-08-26||
tqmO-61056265|lgMwpPy|2022-05-12|2022-06-12 00:00:00|no_risk_for_theft
qKwL-24324417|CnXgRIV|2022-02-17||
sQUs-53505357|PAekIqb|2021-10-12||
DfLW-08365572|AfyxNSK|2021-08-04||
YYDj-48381029|srFIJMe|2021-07-16||
IkJg-53754616|fGdjBfr|2022-04-15||
FpgZ-07742151|MjArOrR|2020-09-24||
NIDb-78053993|xJxbdtb|2021-01-14||
VkII-21413650|GOWyhfN|2021-07-06||
lkUh-41352646|JHLpWvG|2021-08-25||
zOyA-93466823|luEsiCE|2021-01-10||
tGPd-93725263|owjDYgY|2022-06-14||
rezM-58465018|gLZBYgf|2022-05-01||
iqPW-48889083|SdTNIlp|2021-10-19||
neKA-17195259|LXFPdFC|2021-05-21||
JLGo-86687929|rffdrae|2021-04-19||
aoMk-71196442|bvYtDlv|2021-08-17||
SjeA-65067720|tkBOWwo|2020-10-13||
kCty-02453736|XdcJKIX|2021-11-05||
tNHj-51711040|YkQLFgI|2021-11-22||
yCip-03576438|cSsBOiN|2020-06-09||
naBJ-59241053|OaEANiY|2021-05-10||
jAdO-21199515|ctRvdZk|2020-05-22||
yPOa-83029866|IcNQksH|2021-01-21||
hXyZ-46680289|lhqcclO|2021-10-23||
JqaC-25628482|uIYaNVL|2021-12-26||
DUmR-45214846|hQdaVAK|2020-12-16||
qZOm-17946741|doHENNf|2021-12-02||
Iofj-29357462|tIiftsE|2020-10-11||
AHMv-53531678|eTcZDHe|2021-09-17||
Ilid-44359116|sotIIlV|2021-11-24||
AiPU-42714113|GZIkgQc|2020-06-21||
mAMJ-82688891|zzPrgZN|2022-01-30||
Twia-67028113|JviZudK|2022-01-18|2022-02-18 00:00:00|no_risk_for_theft
mDad-50174963|FNHztFA|2022-05-29||
Sndy-51667591|DHxzAYQ|2020-10-24||
pjnf-00069681|pnLASAz|2021-10-09||
tJGf-25223288|qwaEKbv|2020-07-23||
upaQ-77041143|IjfTogd|2021-09-27||
GLJA-81967031|zTAyhLl|2021-02-06||
eRIQ-78894773|vQxGPdq|2020-07-20||
UlVa-56764927|RhQpMUU|2020-07-27||
wGBH-77176970|qZwpsyz|2022-04-05||
bnBf-45032183|oxAFNpJ|2021-04-27||
UnYL-25162051|DydoiEW|2020-06-30|2022-07-19|premium_not_paid
QgfF-84988836|ZcfzgbV|2020-11-23||
AtIV-41240494|ojtbHsB|2022-06-07||
aSJI-36098948|ihPlaLe|2022-01-18||
srQh-72339911|ZeHtdQq|2022-01-28||
uFJP-54361410|aGASGfT|2020-08-26||
uKuA-86957465|XVoOOtj|2020-09-26||
FFHq-48332497|TnatGAL|2020-10-20||
hObx-38678745|yciDBSX|2020-08-09||
gTpO-54425145|AmPZEIE|2021-12-25||
bgzW-52174021|deFQSsV|2021-04-22||
arDy-62972276|LkBiktV|2020-06-26||
jVMx-39059195|IXhBAbO|2020-12-31||
bKMW-58024877|TNUgXrb|2022-06-14||
GTaF-92481859|KHFEqdi|2021-10-19||
NnDA-10381198|DQADAao|2022-01-01||
hSHb-94824084|ZOcueXh|2021-07-11||
JkDx-15181362|bzicBDq|2021-05-19||
WquS-22050912|XXlLjAV|2020-07-10||
kdMU-74661396|VOzUyOk|2022-05-30||
AOzP-15944864|XfcJyZz|2020-09-05||
NSFr-11598470|NZGpepV|2020-06-21||
TdeU-71806989|dtxBdPN|2022-05-10||
maTj-21824337|VLDHNRK|2021-11-05||
tCVO-40882721|cbXuSBt|2022-05-25||
EgBX-61850520|XzCCvNN|2021-05-13||
oNcE-18452626|ZNgYXCI|2021-03-03||
AZLY-72953980|XIcztmc|2021-06-17||
jrJl-17454823|iTtmIad|2022-04-18||
xmeX-27633492|oVMLMod|2021-04-01||
ZFEF-11942862|MQWCzkW|2020-12-01||
jStI-03100767|qFLlfjq|2020-10-08||
bErO-98260046|SamKGoa|2020-11-09||
jKXV-02888968|CJWjxPZ|2020-07-16||
ccip-97601873|FfFlqkj|2020-11-03||
fOqC-57536964|oUssEoR|2021-09-08|2022-08-19|too_expensive
mwSW-73697955|rUjKwTZ|2022-05-10||
wzGH-97641873|gjNAEop|2020-11-23||
DQrt-80442347|MMIVLcg|2021-08-10||
LKtj-39022492|IkWCCqP|2021-06-05||
zEkE-10359753|gHgJrrR|2021-02-23||
cItP-68988871|TqMerua|2020-11-28||
LeYc-23169085|xVkyzqk|2022-03-14||
KicU-91068987|ZrDiJlZ|2021-09-19||
YIGj-03909023|vxUWZhQ|2022-02-11||
wewB-71672424|JnDnEVM|2020-06-08||
llWL-89899220|UdkwVbY|2022-05-12||
wfma-46774634|xqMgpTj|2021-03-01||
xMrm-27003498|mOAPONL|2022-01-18|2022-03-19|no_risk_for_theft
vJQG-15922720|xiXhJgM|2022-06-03||
gltR-79076153|UnlydVq|2022-06-10||
ygpl-01220609|wMnLqfE|2022-04-10||
AOdY-80226694|hclOEEh|2020-08-08||
XgoL-03149289|ApFZUGA|2021-11-29||
PEIV-38404692|yvvnHaD|2021-03-03||
RKiA-25973163|WdlQYAY|2022-04-26||
SCwg-33294750|TZLEewz|2021-06-26||
PCmI-34034038|qTVtazY|2020-07-25|2022-09-30|too_expensive
oWeD-61860028|eAMHBrJ|2022-03-27||
QqTa-34939449|sHGMLkG|2021-06-11||
weVE-89399276|VAulNUV|2021-01-16||
RDTq-27744245|PEUqbSN|2020-07-26||
apng-05291072|kjaBZny|2021-10-08||
BkwN-72714584|CcrrpBX|2021-01-01||
rGGP-98019929|hVZOXaM|2020-06-28||
cMQg-49865645|XAEGymo|2021-12-06||
ayRw-68581604|PZEITxV|2021-12-14||
iLAI-31394225|BFlalLF|2021-10-27||
cVCt-52921976|YqItUgi|2021-10-30||
DXLN-00742207|xmVSqLM|2020-07-20||
XoHK-10452793|NBmCXNK|2022-06-11||
WtzE-73779603|gacYcKE|2021-12-11|2022-01-11 00:00:00|too_expensive
oGJb-34364112|yZmFZJL|2022-01-15||
Raaz-38448084|aidvrzX|2021-08-15||
CDXw-85387787|iqvlIQB|2021-05-10||
HPTu-40038139|ftjENdC|2020-06-13||
Ajoo-54270844|bBqADuK|2020-11-04||
ILZt-04588617|stVWhXT|2021-06-17||
WTHN-42679275|pxgBffC|2021-05-11||
ftPW-52457661|mTEYSqx|2021-11-20||
HUVH-51541336|hzSohmS|2022-06-30||
lMSA-04248077|SJgvshL|2022-04-17||
fADX-77655814|cDuuaal|2022-01-22||
cBXY-95776712|yJGsbDg|2021-11-21||
butP-23733597|qCHWTTW|2021-12-07||
WXMU-76584450|Alevxsm|2021-03-14||
OsvJ-78174593|KOttFWf|2021-09-28||
aKeY-53015960|iNHHbBK|2020-10-08||
yYEt-50245969|GiujOff|2022-02-15||
iHXm-15906845|OWBdubq|2020-06-11||
jOUl-92351380|IvHBRMk|2021-10-27||
xMsM-45763710|JHrqcEG|2021-12-30||
loPi-18575113|otwlAwr|2020-07-18||
EnKz-04676059|tFdVIzI|2021-11-25||
DOnM-84319663|uxMxAfJ|2021-12-06||
iPPI-79965825|KSaNDbr|2021-11-02||
xVSD-62557273|SShNUqs|2021-05-18||
WPSp-15819730|sSzHYEH|2021-05-13||
JxaZ-18711115|ebcrgkj|2020-05-20||
WClP-12480704|yIevTkP|2022-05-24|2022-10-09|premium_not_paid
WbWk-20565553|vlQDdcH|2022-06-03||
tjfG-14655291|UlBnYtu|2022-04-18||
Lknq-89647551|McRuSSO|2020-07-01||
tTXT-47525309|XwHeVKl|2020-08-20||
QdJL-31340338|NaENcGq|2021-01-24||
HpZS-13766465|NtmZrhz|2020-10-08||
jcEo-72666346|qYnyGit|2022-04-05||
zair-40557675|nTzQsRG|2021-01-04||
rcxV-32119009|WKEIshC|2021-02-16||
gPVl-73713971|nvdoEow|2020-08-03||
CAmk-96125479|bgITZRe|2022-03-04||
AGJh-74168623|Dldbbiz|2021-05-19||
wFRj-38837345|tIcQflx|2021-06-20||
kkru-76792049|GNcAVqQ|2021-01-03||
HsAi-61399161|NwIWOub|2021-07-06||
gKJU-72514240|CgnLfKZ|2020-09-06||
lQsu-67791257|XOgqsfS|2020-12-06||
cUwl-09528565|QSixbsZ|2020-07-26||
aMKx-11880214|IvsZyOh|2021-05-14||
mOmW-64287289|wKzFAGx|2021-11-05||
MNkX-52222572|ZNjrVCM|2021-03-17||
Tvvm-53030336|URsLcgG|2020-11-14||
cJlG-89538015|llyzPvs|2021-07-28||
LfJh-73431821|yGKDtWb|2022-06-08||
uHYC-95141555|WDuBBHS|2021-07-30||
kfGn-23399959|cvRqkfX|2020-06-26||
whiF-30499495|BuLPJqo|2022-06-12||
qMDU-08190653|FyjEMVu|2020-07-24||
qHwa-96405204|tCYzbbx|2021-10-25||
rXUU-47014652|qwLUPsa|2020-08-21||
NGil-76335414|prVzrDl|2021-04-05||
xJVv-62934828|rwmGblQ|2022-02-17||
UBQD-28731809|wXPzwGK|2022-02-23||
Vfxg-73679195|oACaMFu|2020-08-03||
zTkl-17824418|ONrkXOI|2021-12-20||
HECA-16215962|NsACpqV|2021-12-31||
aDcd-84482440|woYnKND|2020-08-31||
bnVg-06292823|zgZChpf|2021-04-07||
XnxT-55796315|MwZgNfs|2022-05-05|2022-08-12|no_risk_for_theft
PxHJ-55093896|IxfWpvp|2021-08-28||
qsLV-79514412|gZLEDFQ|2021-11-11||
Yxzd-95026675|cIzjPQo|2021-07-28||
UtBo-35229767|KeocuRr|2020-07-17||
EHeb-04916447|GmLZkpv|2021-10-19||
uTsi-42518425|NvNOAcU|2021-09-25||
wanx-00074416|DUFBMrj|2020-06-21||
mlPF-41888327|gKJTIaB|2022-01-30||
Wtnw-64628758|cWJOilT|2021-03-11||
BcOV-35890885|fApqbCY|2020-11-19||
yVbi-41207102|OBQYdME|2020-06-24||
DNNd-18552120|GZrWrKx|2022-01-01||
Ltwx-66912193|ggRZXgm|2021-05-16||
QKEv-73150312|TyRocfo|2020-10-18||
Ecuu-62951331|bMjqlIW|2021-09-28||
QbVV-12036084|GdixtoM|2021-04-26|2021-10-22|no_risk_for_theft
HUwj-08242708|UNGPnFH|2020-06-05||
qSTi-48985977|lNXROcr|2022-02-15||
WJeb-85934482|sLdMQWM|2022-02-09||
neQx-65786412|QLzYmdx|2022-01-28||
DFpE-68473053|YhIfXVT|2020-06-10||
otdv-70887748|XkQAHkH|2020-08-15||
YvNm-24120043|pineeBI|2020-05-25||
noLS-23297638|yeqRhWp|2020-06-16||
DRbk-23489393|LeeUCWD|2022-04-30||
Juqj-84159033|gRRTzAX|2020-09-16|2021-10-20|too_expensive
SPch-49418685|OhslsCp|2020-07-08||
rjXr-71740281|MPvulMW|2021-05-27||
Waut-40630497|acNcrVT|2021-07-07||
ebuJ-15612313|hDMYrIC|2022-03-01||
obQu-74222047|iZVTVZA|2020-10-23|2022-03-05|premium_not_paid
CNQy-76383540|MojsHuY|2021-09-05||
AXCA-57087178|RsGlQuZ|2022-05-09||
dVjJ-47315223|WjJSsfD|2020-10-14||
EZHl-88593915|mlcBPNY|2021-07-26||
FUYi-86934918|uHkxzKs|2020-11-22||
cgJn-57914318|CHqRnBY|2021-09-18||
zkVL-63350911|NEHPTCP|2021-10-03||
Wtwp-52465516|ydzEBTZ|2021-04-18||
FmYC-34237275|fnSCfKy|2021-09-10|2022-07-25|premium_not_paid
QDvR-99753872|bhCMGGC|2021-04-14||
auiU-14581039|qBTvNRg|2020-05-19||
Zvwx-97222699|kBTOqjR|2020-10-25||
kGHP-21167679|cieSuOj|2021-06-30||
UsHS-25976091|uzUCfCu|2021-10-20||
XRmI-23943292|FdeYCTx|2022-01-21||
XHxX-08994629|Akfkwid|2020-07-19||
zvvn-14337615|XUrIyYo|2020-08-21||
BuDo-62433000|WlljEie|2021-10-24||
zcdu-36136632|CDizTIv|2021-07-12|2021-11-24|no_risk_for_theft
OOxg-93302600|oYJkThL|2022-04-25||
TQKh-16582739|ZgDJFyv|2022-06-08||
AAlH-13259537|OIgUzCi|2020-07-20||
BlVI-10979780|oYqFHjx|2021-01-04||
xAnc-16835553|pAHkfBO|2021-04-17||
KIPF-53277788|raJlGoP|2021-12-27||
ZfaB-92793644|oWkAHjK|2020-07-17||
YKvG-33407061|JIDQbbt|2020-07-21||
NFFU-33733774|mPtgjVU|2022-01-31||
pHYh-45066301|VZANkpl|2022-01-02||
oeDh-95123376|gNCuvQF|2021-01-24||
rlYA-32500986|uOuGaNN|2022-05-21||
ayRE-64736700|siRefMd|2022-02-01||
xdLa-34055962|nrIlwQN|2021-08-01||
Zvaq-44958284|AknPDiA|2021-03-24||
paEr-53158858|CveguCU|2020-12-16||
LnFk-65268443|tJRtcwu|2021-06-19||
hZRY-01513289|hMtdbyS|2021-02-09||
nmHB-80238620|DHyQuIv|2021-05-04||
ulIW-42980316|JfLxXrA|2020-09-07||
bnKb-38056514|ZJSeGbT|2022-03-05||
Gluv-06887134|aqQMMMP|2020-10-18||
FWql-74046932|qnXfjxz|2021-11-08||
sqzD-25101119|VuDzCjd|2020-12-08||
zRfi-54634564|MoPRslJ|2021-05-24||
nvjO-66268533|eQJqGyj|2021-02-09||
PvgV-05321051|aAwfCzJ|2021-07-08||
KAxF-88223845|wmredEc|2020-09-03||
UzuJ-10782310|zJYfkAX|2021-03-21||
KEnh-09267083|rgARwhe|2021-08-16||
dWaj-42888841|sbnymIV|2022-03-03||
BqZJ-80287156|lfjlcTr|2021-11-27||
EeXl-56194411|GkHDGDI|2021-01-23||
Vhjb-06749128|ddKgAXQ|2022-04-09||
eVbs-79904641|pwCzRBr|2020-09-12||
aUhI-06566800|HIOOkQp|2021-03-06||
REIV-75635092|pnxYpgd|2022-05-27||
Kvox-53331465|YkTuYQj|2022-01-13|2022-02-03|no_risk_for_theft
RQNT-27538540|OoOCSGc|2020-12-27||
XTDr-64679500|vDasYkL|2020-06-14|2022-06-16|no_risk_for_theft
LtQT-53523731|eLwzegk|2020-11-09||
tmNg-33504570|evwFOWR|2020-09-22||
luVK-92776976|xTwCkAk|2020-08-14||
kxYJ-27768805|WXMzJVr|2021-02-16||
WSTf-98770808|lSOTiwo|2021-01-19||
ZWHo-98393160|ZmlTciG|2021-05-21||
tHYM-45843183|uWMvjSL|2021-12-27||
OeKK-92099643|POTpFtX|2021-04-21||
PUWW-60102598|jTRvBFE|2020-05-18||
FZba-45951126|qYsZXGG|2022-06-27||
ZTQx-07175853|uhZDzYd|2021-09-02||
Wvgx-02376548|mzFLGze|2021-06-10||
lMcy-99049685|DjKgqzj|2020-06-29||
RAzu-22575244|zkFxpkj|2021-05-07||
QkXZ-26557660|WDvfTqc|2020-11-04||
TEXb-37583453|OFmSQYr|2020-07-28||
wVZF-33367261|VTmjQxw|2021-09-21||
DQiC-41786239|ueVdShr|2020-08-31||
RlMo-25608734|oHaBfGT|2021-04-01||
ARSD-42783327|NtoPXuw|2020-11-13||
ODSv-97782892|cWZPSHX|2021-10-14||
JCYv-49661199|AzBEVqr|2021-12-03|2022-01-03 00:00:00|premium_not_paid
MhOg-43478767|ybHdmgH|2020-11-24|2021-06-22|no_risk_for_theft
YvXq-32456728|ydoZciW|2022-04-20||
hjvD-58697540|bsolXGi|2020-05-17||
StTH-69776940|NEqtOBd|2022-02-07||
